p_id,style_score,confidence_score,text_id,Time taken,Age,Sex,Ethnicity simplified,Country of birth,Employment status,Gender,round,data,label,Age_group,annotation_id,ethnicity,batch,minutes,gender_factor,new_style_score,new_confidence_score,style_comp,confidence_comp
55a9f6a1fdf99b2d81b5295f,4,3,18d09d885bdcedc0f7f1ffaf5c1a6060,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,18d1293c3a189d6a03ccca3a32103175,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,2,18d1293c3a189d6a03ccca3a32103175,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,3,3,18d1293c3a189d6a03ccca3a32103175,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,18d145c29e03ded1ead32bb6e4d3a33c,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,4,3,18d145c29e03ded1ead32bb6e4d3a33c,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,5,4,18d145c29e03ded1ead32bb6e4d3a33c,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,2,2299,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,1,2299,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,2,3,2299,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,2,3215088,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,3,3215088,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,2,3,3215088,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,2,3222496,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,1,3222496,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,3,4,3222496,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,1,3225913,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,2,3225913,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,5,3,3225913,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,3293930,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,3,3293930,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,3,2,3293930,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,1,3306403,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,3,3306403,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,2,3306403,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,2,3308440,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,3,3308440,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,5,3,3308440,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,1,3310540,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,1,3310540,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,3,3,3310540,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,3,3311002,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,2,3311002,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,1,4,3311002,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,2,3311341,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,2,3311341,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,4,3311341,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,3313320,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,3,3313320,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,1,4,3313320,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,3,3316602,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,4,3,3316602,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,5,4,3316602,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,1,3318430,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,3,3318430,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,2,3,3318430,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,3323922,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,4,3,3323922,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,3,3323922,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,3327346,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,3,3327346,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,3,3327346,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,3331464,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,3,3331464,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,2,2,3331464,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,1,3333009,1063,28,Male,Asian,United States,Part-Time,Man,2,BLOG,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,3,3333009,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,BLOG,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,1,4,3333009,4326,31,Female,White,United States,Other,Non-binary,2,BLOG,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,3,34096,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,1,34096,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,2,2,34096,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,1,35366,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,2,35366,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,3,3,35366,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,2,38815,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,1,38815,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,2,38815,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,male,26-35,4,White,1,72,Non-binary,,,False,False
5f1272e2efc9521cd918ce63,3,3,12960,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,male,46-55,1,Black,1,18,Woman,3.0,3.0,True,True
62a0294e78bac60d6f9c49df,3,4,12960,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,male,66 +,2,White,1,18,Man,3.0,4.0,True,True
6717f227422d48f5727f0081,3,3,12960,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,male,26-35,6,Black,1,25,Woman,3.0,4.0,True,False
5f1272e2efc9521cd918ce63,3,3,13163,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,male,46-55,1,Black,1,18,Woman,4.0,3.0,False,True
62a0294e78bac60d6f9c49df,3,4,13163,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,male,66 +,2,White,1,18,Man,3.0,4.0,True,True
6717f227422d48f5727f0081,3,4,13163,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,male,26-35,6,Black,1,25,Woman,3.0,4.0,True,True
5f1272e2efc9521cd918ce63,4,2,15050,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,male,46-55,1,Black,1,18,Woman,4.0,2.0,True,True
62a0294e78bac60d6f9c49df,3,4,15050,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,male,66 +,2,White,1,18,Man,3.0,4.0,True,True
6717f227422d48f5727f0081,4,3,15050,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,male,26-35,6,Black,1,25,Woman,4.0,2.0,True,False
5f1272e2efc9521cd918ce63,3,2,157,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,male,46-55,1,Black,1,18,Woman,4.0,2.0,False,True
62a0294e78bac60d6f9c49df,3,4,157,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,male,66 +,2,White,1,18,Man,4.0,3.0,False,False
6717f227422d48f5727f0081,2,3,157,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,male,26-35,6,Black,1,25,Woman,3.0,3.0,False,True
5f1272e2efc9521cd918ce63,5,3,17143,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,male,46-55,1,Black,1,18,Woman,5.0,3.0,True,True
62a0294e78bac60d6f9c49df,2,4,17143,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,male,66 +,2,White,1,18,Man,2.0,2.0,True,False
6717f227422d48f5727f0081,3,4,17143,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,male,26-35,6,Black,1,25,Woman,3.0,1.0,True,False
5f1272e2efc9521cd918ce63,4,3,17316,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,male,46-55,1,Black,1,18,Woman,4.0,3.0,True,True
62a0294e78bac60d6f9c49df,3,4,17316,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,male,66 +,2,White,1,18,Man,4.0,3.0,False,False
6717f227422d48f5727f0081,5,3,17316,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,male,26-35,6,Black,1,25,Woman,4.0,2.0,False,False
5f1272e2efc9521cd918ce63,3,2,17751,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,male,46-55,1,Black,1,18,Woman,3.0,3.0,True,False
62a0294e78bac60d6f9c49df,2,4,17751,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,male,66 +,2,White,1,18,Man,1.0,4.0,False,True
6717f227422d48f5727f0081,2,3,17751,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,male,26-35,6,Black,1,25,Woman,1.0,4.0,False,False
5f1272e2efc9521cd918ce63,4,2,18ebc7a2d6865ef6e5c86d2935187de3,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,male,46-55,1,Black,1,18,Woman,3.0,4.0,False,False
62a0294e78bac60d6f9c49df,4,4,18ebc7a2d6865ef6e5c86d2935187de3,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,male,66 +,2,White,1,18,Man,5.0,4.0,False,True
6717f227422d48f5727f0081,2,2,18ebc7a2d6865ef6e5c86d2935187de3,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,male,26-35,6,Black,1,25,Woman,3.0,4.0,False,False
5f1272e2efc9521cd918ce63,3,2,18ed87fca06b8f86ba8de2de2d0837c1,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,male,46-55,1,Black,1,18,Woman,4.0,3.0,False,False
62a0294e78bac60d6f9c49df,4,4,18ed87fca06b8f86ba8de2de2d0837c1,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,male,66 +,2,White,1,18,Man,5.0,4.0,False,True
6717f227422d48f5727f0081,5,4,18ed87fca06b8f86ba8de2de2d0837c1,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,male,26-35,6,Black,1,25,Woman,4.0,2.0,False,False
5f1272e2efc9521cd918ce63,3,4,191694dad24dff6773ffdc36e16c96f8,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,male,46-55,1,Black,1,18,Woman,4.0,2.0,False,False
62a0294e78bac60d6f9c49df,3,4,191694dad24dff6773ffdc36e16c96f8,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,male,66 +,2,White,1,18,Man,4.0,3.0,False,False
6717f227422d48f5727f0081,5,2,191694dad24dff6773ffdc36e16c96f8,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,male,26-35,6,Black,1,25,Woman,5.0,3.0,True,False
5f1272e2efc9521cd918ce63,2,3,191f6ba86bd8e13eabd486fcb4da0593,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,male,46-55,1,Black,1,18,Woman,3.0,4.0,False,False
62a0294e78bac60d6f9c49df,2,4,191f6ba86bd8e13eabd486fcb4da0593,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,male,66 +,2,White,1,18,Man,1.0,4.0,False,True
6717f227422d48f5727f0081,1,4,191f6ba86bd8e13eabd486fcb4da0593,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,male,26-35,6,Black,1,25,Woman,3.0,3.0,False,False
5f1272e2efc9521cd918ce63,2,3,19480,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,male,46-55,1,Black,1,18,Woman,3.0,4.0,False,False
62a0294e78bac60d6f9c49df,3,4,19480,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,male,66 +,2,White,1,18,Man,5.0,4.0,False,True
6717f227422d48f5727f0081,5,4,19480,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,male,26-35,6,Black,1,25,Woman,4.0,2.0,False,False
5f1272e2efc9521cd918ce63,3,3,194941630fcd20f58801e098c67b73f1,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,male,46-55,1,Black,1,18,Woman,2.0,3.0,False,True
62a0294e78bac60d6f9c49df,5,4,194941630fcd20f58801e098c67b73f1,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,male,66 +,2,White,1,18,Man,5.0,4.0,True,True
6717f227422d48f5727f0081,3,4,194941630fcd20f58801e098c67b73f1,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,male,26-35,6,Black,1,25,Woman,3.0,4.0,True,True
5f1272e2efc9521cd918ce63,4,3,19851c589669b5c3859c05406bfad361,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,male,46-55,1,Black,1,18,Woman,4.0,1.0,True,False
62a0294e78bac60d6f9c49df,3,4,19851c589669b5c3859c05406bfad361,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,male,66 +,2,White,1,18,Man,3.0,4.0,True,True
6717f227422d48f5727f0081,4,4,19851c589669b5c3859c05406bfad361,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,male,26-35,6,Black,1,25,Woman,3.0,4.0,False,True
5f1272e2efc9521cd918ce63,3,3,1989e9234697c32c2faedc80db97993,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,male,46-55,1,Black,1,18,Woman,2.0,2.0,False,False
62a0294e78bac60d6f9c49df,3,4,1989e9234697c32c2faedc80db97993,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,male,66 +,2,White,1,18,Man,5.0,4.0,False,True
6717f227422d48f5727f0081,1,4,1989e9234697c32c2faedc80db97993,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,male,26-35,6,Black,1,25,Woman,3.0,4.0,False,True
5f1272e2efc9521cd918ce63,2,2,19e6293263968daa57a9d6ae143f6835,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,male,46-55,1,Black,1,18,Woman,2.0,3.0,True,False
62a0294e78bac60d6f9c49df,2,4,19e6293263968daa57a9d6ae143f6835,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,male,66 +,2,White,1,18,Man,2.0,3.0,True,False
6717f227422d48f5727f0081,2,3,19e6293263968daa57a9d6ae143f6835,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,male,26-35,6,Black,1,25,Woman,2.0,4.0,True,False
5f1272e2efc9521cd918ce63,2,4,19ea517e6f1a75890fa41b040354fd22,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,female,46-55,1,Black,1,18,Woman,3.0,3.0,False,False
62a0294e78bac60d6f9c49df,2,4,19ea517e6f1a75890fa41b040354fd22,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,female,66 +,2,White,1,18,Man,2.0,4.0,True,True
6717f227422d48f5727f0081,5,4,19ea517e6f1a75890fa41b040354fd22,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,female,26-35,6,Black,1,25,Woman,2.0,3.0,False,False
5f1272e2efc9521cd918ce63,4,1,1a62280738b3b40a9de10b640ee6185f,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,female,46-55,1,Black,1,18,Woman,2.0,2.0,False,False
62a0294e78bac60d6f9c49df,3,4,1a62280738b3b40a9de10b640ee6185f,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,female,66 +,2,White,1,18,Man,3.0,3.0,True,False
6717f227422d48f5727f0081,3,2,1a62280738b3b40a9de10b640ee6185f,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,female,26-35,6,Black,1,25,Woman,3.0,3.0,True,False
5f1272e2efc9521cd918ce63,1,4,1ad83f68d4b7014df76536cd277167d9,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,female,46-55,1,Black,1,18,Woman,2.0,3.0,False,False
62a0294e78bac60d6f9c49df,3,4,1ad83f68d4b7014df76536cd277167d9,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,female,66 +,2,White,1,18,Man,1.0,4.0,False,True
6717f227422d48f5727f0081,1,4,1ad83f68d4b7014df76536cd277167d9,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,female,26-35,6,Black,1,25,Woman,4.0,2.0,False,False
5f1272e2efc9521cd918ce63,1,3,1ada101c47e38f972a7d1f71103cfc57,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,female,46-55,1,Black,1,18,Woman,1.0,3.0,True,True
62a0294e78bac60d6f9c49df,3,3,1ada101c47e38f972a7d1f71103cfc57,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,female,66 +,2,White,1,18,Man,5.0,4.0,False,False
6717f227422d48f5727f0081,5,4,1ada101c47e38f972a7d1f71103cfc57,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,female,26-35,6,Black,1,25,Woman,4.0,4.0,False,True
5f1272e2efc9521cd918ce63,2,3,1b5daea4610cbf3cc864f04c62aa836,1107,46,Female,Black,United States,Other,Woman,3,PAN13-EN,female,46-55,1,Black,1,18,Woman,1.0,3.0,False,True
62a0294e78bac60d6f9c49df,2,4,1b5daea4610cbf3cc864f04c62aa836,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PAN13-EN,female,66 +,2,White,1,18,Man,2.0,4.0,True,True
6717f227422d48f5727f0081,3,1,1b5daea4610cbf3cc864f04c62aa836,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PAN13-EN,female,26-35,6,Black,1,25,Woman,3.0,3.0,True,False
5f1272e2efc9521cd918ce63,1,4,2901,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,female,46-55,1,Black,1,18,Woman,1.0,3.0,True,False
62a0294e78bac60d6f9c49df,2,3,2901,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,female,66 +,2,White,1,18,Man,2.0,4.0,True,False
6717f227422d48f5727f0081,4,1,2901,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,female,26-35,6,Black,1,25,Woman,3.0,3.0,False,False
5f1272e2efc9521cd918ce63,1,3,30011,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,female,46-55,1,Black,1,18,Woman,2.0,3.0,False,True
62a0294e78bac60d6f9c49df,2,4,30011,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,female,66 +,2,White,1,18,Man,5.0,4.0,False,True
6717f227422d48f5727f0081,5,4,30011,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,female,26-35,6,Black,1,25,Woman,4.0,3.0,False,False
5f1272e2efc9521cd918ce63,4,3,30612,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,female,46-55,1,Black,1,18,Woman,4.0,3.0,True,True
62a0294e78bac60d6f9c49df,3,4,30612,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,female,66 +,2,White,1,18,Man,3.0,4.0,True,True
6717f227422d48f5727f0081,4,2,30612,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,female,26-35,6,Black,1,25,Woman,5.0,4.0,False,False
5f1272e2efc9521cd918ce63,5,4,31266,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,female,46-55,1,Black,1,18,Woman,2.0,3.0,False,False
62a0294e78bac60d6f9c49df,3,4,31266,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,female,66 +,2,White,1,18,Man,3.0,4.0,True,True
6717f227422d48f5727f0081,2,3,31266,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,female,26-35,6,Black,1,25,Woman,4.0,3.0,False,True
5f1272e2efc9521cd918ce63,2,2,31810,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,female,46-55,1,Black,1,18,Woman,1.0,4.0,False,False
62a0294e78bac60d6f9c49df,3,4,31810,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,female,66 +,2,White,1,18,Man,3.0,3.0,True,False
6717f227422d48f5727f0081,3,2,31810,1482,29,Female,Black,United States,DATA_EXPIRED,Woman,3,PASTEL,female,26-35,6,Black,1,25,Woman,2.0,4.0,False,False
5f1272e2efc9521cd918ce63,3,3,318960,1107,46,Female,Black,United States,Other,Woman,3,PASTEL,female,46-55,1,Black,1,18,Woman,2.0,4.0,False,False
62a0294e78bac60d6f9c49df,2,4,318960,1091,68,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Man,3,PASTEL,female,66 +,2,White,1,18,Man,2.0,3.0,True,False
