"p_id","short_text","style","confidence","comments","data","consent","feedback","style_score","confidence_score","label","text_id","pred_gender","Submission id","Status","Custom study tncs accepted at","Started at","Completed at","Reviewed at","Archived at","Time taken","Completion code","Total approvals","Age","Sex","Ethnicity simplified","Country of birth","Country of residence","Nationality","Language","Student status","Employment status","URL","Gender"
"656c0f1618254f26a3af602e","TRAVEL MACHU PICCHU PERU Welcome to ""Peru Incas Country"", Tour operator specially in Cusco and Peru. The company was create in 1997 by an enterprising women. Since that time we have been operating a different tours in the historic capital of the Inca Empire. Specialist in Adventure tours: Inka Tr...","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,2,3,"male","9f0ba9da10504bf6cd3cd0a05722c5b2","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","hi friends,,,,this is akhil dimrii,,,(akhiii),,,,,i am a studnt of gradutation,,,i am doing bsc it ,,,,,i am new in pan.networld,,,hopee u alll ar with mee,,,,","3: Neutral","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,3,3,"female","7c9ee6195a02ee2685f5b06e32f8eaf2","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Some industries absolutely must use mobile marketing to survive, but using it well can be difficult. There are such a variety of options available that you must educate yourself to be fully able to choose the right options. Here are some excellent tips for successful mobile marketing techniques.A...","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"male","8e5aae42da57679eccd5806bb976ddba","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","My daughter was in a fabulous play last night about a pageant. There were many kids involved in the production. Many of the kids were getting the sets ready for each act. Plenty of singing occurred throughout the night. All of the girls had a really great time.","1: Very Feminine","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"PASTEL","I agree",NA,1,4,"Female","10872","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","I took a stroll on the beach to clear my head. The receding tide reminded me my vacation was coming to an end and I was sad. On the Keys, I can view the houses that set on the beach. Reality is setting in that the trip went by really fast. Surprisingly the traffic wasn't too bad today.","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,2,3,"Female","4309","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Hi friends, just want to notify you that the acculturation excersise terminates by August 17th. As directed by His Lordship, the Rt. Rev'd Proff. Dapo F. Asaju. (Ph.d). The Bishop Theologian, and Rector. C.G.T.S. Igbein, Abeokuta......","5: Very Masculine","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"PAN13-EN","I agree",NA,5,4,"female","d85d0a741b8ca9c1c45ce48f8bfd2b2e","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Everyone changes weither its good or bad, everyone goes through a dramitcic change. I change and i realized i don't like change. I lost all of my good friends over a stupid fight and now we want 2 kick each others ass. I also woke up a little, grew a little, I realized tht my life itsn't tht best...","5: Very Masculine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"BLOG","I agree",NA,5,3,"male","3488128","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Where did we all go? Mentally, that is Somewhere we got lost Somehow we've forgotten Life takes over Everyday life Rememeber your childhood Remember your children What will they think of us? our values disappeared Somewhere we got lost... Copyright ©2004Voices of nature surround me friends I have...","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,2,2,"female","3462659","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","I was going to continue with my Maui trip but have decided to drop that due to the lack of interest that I have in repeating a trip that I spent mostly reading and lounging by the pool. In less that six days I leave for four weeks to go to Camp Stewart. An all boys camp (hell on Earth...) with li...","4: Somewhat Masculine","1: Not Confident. You were unsure or found the text ambiguous",NA,"BLOG","I agree",NA,4,1,"male","3520883","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","When Britt Reid's daddy, LA's most favored and also well respected press authority, suddenly dies he's struck an instant friendship together with his dad's assistant Kato, who is really commendable as being the most industrious amongst their staff. He has left his former directionless life in the...","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PAN13-EN","I agree",NA,3,1,"male","15b9800f0dba08119ce776df50c59be2","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","As many of you know I will be traveling to Europe this summer. I will be away from July 17th thru August 1st. I will be departing Miami International Airport at 7:00 PM aboard Swiss International Airlines, flight LX065. The aircraft is an Airbus A330-200, and when I arrive I will be aboard flight...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,3,2,"male","3837751","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","I'm sure that you surely learned that creating your own music beats is hard and not cheap. If you wish to create excellent songs, you will need to own the hottest sound producing tools or ideally a complete professional studio along with the necessary equipment to get the maximum out of each and ...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"male","cbc609115d66c6193ed22a0347ac59a4","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","The winter was particularly brutal that year. Especially since the town was industrial, the wind seemed even more biting. The season had come on all of a sudden, when it seemed that nature was still bountiful. The sharp ice jealously safeguarded the berries from harvest. Nonetheless, the trains ran on schedule.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"Female","19597","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","If you have been reading up on best skin care products for women, then you could have a good understanding of what is out there on the net. Perhaps you could have worked out that not all you have discovered will apply to you. The thing about it is that you have to think about associated topics th...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"male","beb87fdc77466cb204571a3ee94097be","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Monday~23/08/04~Tired Out Hey ppl. Long time no write... haha. just came back from tuition... Thank goodness i didn die. We had this new relief teacher and she is kinda scary. Hehe... Guess wat. Did i tell u pips bout e guys at tuition? Ya they said tt the actual teacher went to do breakdancing.....","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,2,2,"female","4245529","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Manual Article Submission falls under the category of Article submission which can be safely considered as one of the most happening branches of Search Engine Optimization (SEO) in this generation. Articles are written for various purposes, be it commercial or critical and crucial, but its beauty...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"female","c62829fe6a97b6bcf1fb07356edf6761","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","We went to see a rock concert. The fireworks were really neat. But then they started to malfuction and the stage caught on fire. The singer became blinded by them but the show must go on Then he became a woman.","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PASTEL","I agree",NA,3,1,"Male","2904","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","I've been down the trail of trying to gain weight for decades. I've tried lots of things and now have learned a lot. I spent years just blindly while using the next 'big' thing. Giant mistake. I never did all harm but I did waste a lot of cash, time and got rather frustrated. What I did establish...","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,2,2,"female","b09c6d4a1eb7ed580f98ebcd86a0aa89","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","The visit to the temple ruins was long. The view from the top of the temple was amazing. People visit the temple a lot The hike up here was quite a workout and made me realize I need to get more in shape. We traveled mid-way up the steps until I had to stop to rest.","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,3,2,"Female","9372","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","I had a good time with my friends I enjoyed hanging with my amigos We created gangs within our friends group My friend loves dogs All of my friends were happy that day","4: Somewhat Masculine","1: Not Confident. You were unsure or found the text ambiguous",NA,"PASTEL","I agree",NA,4,1,"Male","26966","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","The hearts are being cut out for a valentine's day document The white document is nice and perfect. The hearts tear easily, so one must be careful. On the reverse, the heart is white and pink. This is the perfect gift to throw for a valentine's day party.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"Male","27883","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","There was a huge freeway where many people were driving. One person was sick so he got out of his car to stretch his legs. All the cars were stopped and people started taking pictures of him. Others sat down with him to take pictures. People were so excited they decided to start laying down in the middle of the freeway.","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,3,2,"Male","10003","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"657b0ede27d064a99e80f7f2","The crowed cheered as the fireworks began. There was a massive eruption. Several smaller bursts followed. The smoke clears as more eruptions continued. Eventually the fireworks wained.","3","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,3,2,"Male","15793",NA,"679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","We walked down a scary path. We saw urns stored near a funeral. Inside the columbarium, it was dark. We waited around, hoping for a ghost. We didn't see a ghost, but we did see a startling statue.","2","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,2,3,"Male","16634",NA,"679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","I was hanging out with friends at the bar. We took a lot of pictures. It a time filled with fun. There was a lot of food to eat. I think, we should have such meet up weekly.","4","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,4,2,"Male","16875",NA,"679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","Last night, we were trying to decide what to have for dinner, so we looked at some menus. My best friend got distracted and suggested we go to a pet show she'd heard about. My other friend got her back on track, and we talked more about restaurants and menus. I remembered one restaurant we used to go to go to that closed down and we miss. It seemed like we had read a million menus for hours and hours!","3","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,3,3,"Female","10321",NA,"679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","I went and took pictures of people, places, and things. I tried this neck shot. I also took a picture of a butterfly. My favorite picture is one of a lizard. The last picture was one in a bowling alley.","3","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,3,2,"Female","11123",NA,"679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","Wow, a carnival and a rodeo! There's nothing like watching a cowpony enjoy a run. This horse has his eye on the target If the cowboy does his toss right, neither he nor the calf gets hurt. Thrills and spills at the rodeo! IT IS A COLOURFUL LIGHTS","4","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,4,3,"Male","34096",NA,"679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","The cow is ready to go on a adventure. First he climbed onto this statue. Next, he felt rebellious and broke the rules of the no trespassing sign. The adrenaline from the mischievous behavior led him to the cattle barn. After which he finally ended his journey at the State Fair grounds.","5","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,5,2,"Male","35366",NA,"679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","We had a night of fun. We gathered at an apartment and had some drinks. Some guy was thinking it'd be funny to put his head in a vice. A friend offered a sip of some ails. It was a good time, and we got goofy that night.","4","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,4,3,"Male","38815",NA,"679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","There’s no person in the world who is made to handle every punch that is thrown at them. We aren’t made that way. In fact, we’re made to get mad, upset, sad, be hurt, stumble, and fall. We aren’t supposed to be able to handle everything. But that’s what makes us stronger in the end, by learning from the things that hurt us most...","3","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"female","18d1293c3a189d6a03ccca3a32103175","female","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","What's the ideal way for guys to tactic online dating? Nicely, even even though most individuals working with on the net dating products and services are definitely wanting for their lifelong lover, the genuine essential is to make certain that you are possessing and sharing entertaining. If you get stressed about it or start off to acquire it all also significantly at the outset, then you are most likely in the conclude to wind up meeting the incorrect people.","4","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,4,3,"male","18d145c29e03ded1ead32bb6e4d3a33c","female","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","I dedicate my life to supporting other people as they create their ideal lives and accomplish their objectives. Clearly I practice what I teach, therefore each new perspective I add to my information base rewards us all. Hence I set myself the job of discovering what the Bible can provide to individuals who genuinely want to locate a life-journey that is content, wealthy and fulfilling.","5","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,5,2,"female","154d14665eed2898811501cdd0871165","male","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","These things have I written unto u that believe on the name of the Son of God; THAT YOU MAY KNOW THAT YOU HAVE ;ETERNAL LIFE (GOD KIND OF LIFE), and ;that you may believe on the name of ;the Son of God (1John 5:13). ;If u are born again, u now have eternal life (the same life that God has). Your life is different from the life people who;are not born again have. U are a heavenly man/woman.","4","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,4,3,"female","155ea7d9a0596fd818706315581a6664","male","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","Each parent aims to bring up a child that's loving, providing, self-confident, happy, and a part of a carefully knit household. Parenting is a organic approach and much more often than not it is not guides, counselors, or medical doctors that may manual you however it is your in born intuition and bonds with the kid.","3","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"PAN13-EN","I agree",NA,3,4,"female","1569546eebd99fe13c053ef20765602e","female","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","Blog writing is a very good way of expression of our inner feelings. it redresses our mental activities.So, find it very useful exercise, especially when there is no work and boring ... ;But, the problem arises when we start writing...what to write, how to write, how to start..what should be the title..The matter etc, etc,?????? ;There is a vast field of topics viz..love, friends, family , Sex, sexy, beautiful so on and so...","2","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,2,2,"female","158fb28aad6b42fe173d057ba47acefb","male","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","I am a working journalist living in NYC. I joined news paper so that I can network with people and give myself more exposure with the fashion world. Please get in touch if your interested in working with me","2","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,2,2,"female","159ebec2a694fcb40f55509192aa36c5","female","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","To consistently build a fortune in life, you need to in one way or additional be adding value towards life of anyone. You must be providing approaches to the problems simply being faced by most people. Without adding price or solving people's problems you can't create wealth.","4","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"male","15b15866b6bcce3598980ea995d5676c","female","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","It is those who cnt swim that are quick to tell u how u r gna drown.i cn make a better person out of myslf i dnt need ur negative input our frndshp myt aswel end here.im mvng on wt positive mindd people. iRepeat# Never have anything in your life that you cant get rid of in ten seconds flat, in the event that it threatens your current state.","5","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"PAN13-EN","I agree",NA,5,4,"female","15c3fc95623fa94cebcd807591f814ac","male","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","Persuading someone to take action only through words is something that not everybody can achieve. But on the other hand, if you know the rules of successful ad copywriting, you'd know that when you use the right words and present your copy effectively, you can easily persuade your prospect to buy what you're selling.","3","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,3,3,"male","15cdfc8d49f4b8d95e221d4a0fc8037e","male","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
"657b0ede27d064a99e80f7f2","Have you been looking to get started a bathroom remodeling job shortly? If that's so, do you have all the things which you will require? In regards to toilet remodeling or perhaps about any other house enhancement venture, numerous men and women instantly think of the components that will be made use of.","4","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"male","15e9862a7e3d8628eada3d5d18dd211b","female","679c6777a4577f001dc3fb33","APPROVED","Not Applicable",2025-01-31 06:03:28.604,2025-01-31 06:13:45.936,2025-02-02 22:17:35.378,2025-01-31 06:13:46.667689,618,"C1DSW210",588,"26","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",NA,NA
