"p_id","short_text","style","confidence","comments","data","consent","feedback","style_score","confidence_score","label","text_id","mapped_style","round"
"62a0294e78bac60d6f9c49df","Hello lovely people, I want to introduce to you something that can go a long way in changing your financial status to a very comfortable state. What I'm introducing to you is a business that requires every partaker to be zealous about it, and it is very easy to do. It is known as network marketing, I know that the mention of the name network marketing has already turned you off because I know many people are not interested and think it is all scam.","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}","Descriptive and not overly fact based.","PAN13-EN","I agree","I found the study to be easy to follow and complete.",2,4,"female","19ea517e6f1a75890fa41b040354fd22",1,3
"62a0294e78bac60d6f9c49df","wassup guys & gals ??? ; m interested in making a pen friend....preferably from some Third World country..can neone help ? ;","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}",NA,"PAN13-EN","I agree","I found the study to be easy to follow and complete.",3,4,"female","1a62280738b3b40a9de10b640ee6185f",3,3
"62a0294e78bac60d6f9c49df","You can shine, no matter what you're made of. Never give up in your doings. Keep faith and hope alive, and all your dreams and aspirations will become a reality one day!
Don't believe everything you hear or see. There are always 3 sides to every story: yours, theirs and the truth!
In life you will face lot of challenges and uphill battles that will try to stop you from achieving your dreams. Difficulties will arise that will make you stumble but don't let those difficulties make you crumble. Just be strong. Trials will knock you down but you can choose to get back up.","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}",NA,"PAN13-EN","I agree","I found the study to be easy to follow and complete.",3,4,"female","1ad83f68d4b7014df76536cd277167d9",3,3
"62a0294e78bac60d6f9c49df","I gave myself a break, just ride in the matt, no pressure and read the new book. Playing Michael Jackson on Mental FM, the song I am jamming to is Bad. I love that video and when the guy with the skates pulls the moonwalk......... We get to tao chic stands up and baaam! moon beam!!!!","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 3, 'label': 'Moderately Confident. You felt reasonably sure of your judgment but had some doubts', 'full': '3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts'}",NA,"PAN13-EN","I agree","I found the study to be easy to follow and complete.",3,3,"female","1ada101c47e38f972a7d1f71103cfc57",3,3
"62a0294e78bac60d6f9c49df","If you enjoy nature and don't mind getting your hands dirty, then gardening is something you would want to take up. Though gardening is a very popular hobby, it can occasionally be physically grueling. Should you be the type of nature admirer, who wants to just enjoy the beauty of nature that already exists, this is a hobby not for you. If you would like to contribute to nature, it's going to be an ideal hobby to enjoy. If you do not would like to put the effort and time, then gardening is not a hobby for you to do.
","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}","More use of description.","PAN13-EN","I agree","I found the study to be easy to follow and complete.",2,4,"female","1b5daea4610cbf3cc864f04c62aa836",1,3
"62a0294e78bac60d6f9c49df","life's awsome when yur having fun and happy...but is it really all that worth it in the end?.... my answer to that is no.. and ill tell you why these 2 past years ive changed alot. I havent focused on God enuff, ive been just trying to live the life that everyone expects a teenage gurl to live. Hanging out with different people, some good and some bad, haveing fun and joking around...","{'numeric': 1, 'label': 'Very Feminine'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}","Sentence mentions being a teenage girl.","BLOG","I agree","I found the study to be easy to follow and complete.",1,4,"female","3490604",1,3
"62a0294e78bac60d6f9c49df",":'-(
urlLink The Science Fiction Museum and Hall of Fame How cool is that? A museum dedicated to Science Fiction. And it's in the city I live in too. Money is tight...but I might just have to become a urlLink member of this museum.
","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}",NA,"BLOG","I agree","I found the study to be easy to follow and complete.",3,4,"male","3446946",3,3
"62a0294e78bac60d6f9c49df","I can't breath or nothing... going to the doctor..... I hate this crap.... ah well... soemtimes, you gotta deal with it...
I have been sick for the past couple of days.. while, it has been raining the last couple of days... Coincidence?? hmmmm....","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}",NA,"BLOG","I agree","I found the study to be easy to follow and complete.",3,4,"male","3464451",3,3
"62a0294e78bac60d6f9c49df","Tonight I headed home on the bus and started to reflect on things, after a pretty good evening with one of my friends. I don't know what it is about the bus or the skytrain, but I always start to think about things when I am on either one of them. The same thing occurs when i go for long walks.","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}",NA,"BLOG","I agree","I found the study to be easy to follow and complete.",3,4,"male","3457177",3,3
"62a0294e78bac60d6f9c49df","hey diary ... today did nothing much in the office .. still waiting for ma visa to go uk .. hmm the news that i heard three weeks ago about me being booked for a job in uk (leeds to be precise) has gone from on cloud nine to shit might not be going ... the september 11 really has gave a lot of effects to ma working life .. been rejected a working visa to new york just because i got a 'bin' in the middle of ma name ...","{'numeric': 4, 'label': 'Somewhat Masculine'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}","A bit more list-sounding.","BLOG","I agree","I found the study to be easy to follow and complete.",4,4,"male","3445273",5,3
"62a0294e78bac60d6f9c49df","So, last Friday on my birthday, my cat turned 11. Yes, his birthday falls on my birthday. Anyway, the part of how smart my cat is that I mentioned a couple of days ago. My cat came and got me because he wanted food, which is no different from any other time. I have an understanding with him that if there's significant food in his plate, he doesn't get any more (unless I'm leaving for the day or something — I'm not a total ogre);","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}",NA,"BLOG","I agree","I found the study to be easy to follow and complete.",3,4,"male","3445442",3,3
"62a0294e78bac60d6f9c49df","I am like sooo out of it today...i called alex at like 9:30 last night, and we talked until like 2 something in the morning...five hours of my non~stop babble, i don't understand how he puts up with it…","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}",NA,"BLOG","I agree","I found the study to be easy to follow and complete.",3,4,"female","3464820",3,3
"62a0294e78bac60d6f9c49df","OMG i havn't writen in a long time. i'm at my grandmas and bored. so there. more later
lately i have been desprately lonely. i don't know why. i just keep thingking why don't i have more friends? why do i thinkinh that everyone has been up to fun stuff w/ out me? i'm probably just paranoied.","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}",NA,"BLOG","I agree","I found the study to be easy to follow and complete.",3,4,"female","3475178",3,3
"62a0294e78bac60d6f9c49df","okay, so apparently flogging molly is coming to philly august 6, 2004. they're going to be at the tweeter center i think... omfg if i don't get tickets, i will flippppppppp...and howard shore (lord of the rings music composer) is coming july 13? or something... i want to see that too... dammit, i want to see a lot of people this summer... annie lennox and sting are coming june 23, i think.. ahh, someone buy me flogging molly tickets... i don't think they're on sale yet.. they better not be... GRRR","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 3, 'label': 'Moderately Confident. You felt reasonably sure of your judgment but had some doubts', 'full': '3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts'}","Sentence reads a little bit more feminine based on the music mentioned.","BLOG","I agree","I found the study to be easy to follow and complete.",2,3,"female","3469096",1,3
"62a0294e78bac60d6f9c49df","Hey! It's me again!!! I'm kinda bored eh. So mind as well write something in my blog. :) Uhm, Classes are fast-approaching. I'm excited about being a Campus Minister. Yeah!!!. But I don't want to wake up early!!! I'm looking forward in this school year.","{'numeric': 5, 'label': 'Very Masculine'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}","Mention of the word minister.","BLOG","I agree","I found the study to be easy to follow and complete.",5,4,"female","3467867",5,3
"62a0294e78bac60d6f9c49df","NO!!!!!!!!!!!Diana didn't win!!!!!!!!!!!(sob! )I have to admit that i am a Diana DeGarmo fan. Diana DeGarmo rocks!She is .Her is just great.I even named my neopet after her!(chuckle! ) This is DiAnA_dE_gArMo. I liked Diana when I saw her singing,'My Heart Will Go On' .","{'numeric': 1, 'label': 'Very Feminine'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}","Lots of use of emotional tone.","BLOG","I agree","I found the study to be easy to follow and complete.",1,4,"female","3486596",1,3
"62a0294e78bac60d6f9c49df","aw man! for a while there i thought i was actually going to have a relationship for real . after all those pseudo-relationships, i was beginning to warm up to the idea of stabilizing my commitment potential. well, it ended as swiftly as it began.","{'numeric': 4, 'label': 'Somewhat Masculine'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}","Larger descriptive words used.","BLOG","I agree","I found the study to be easy to follow and complete.",4,4,"female","3468759",5,3
"62a0294e78bac60d6f9c49df","Insomnia is a bitch. I woke up at approximately 3:00 am and now it's 5:00 am. The big question - Do I bother to try to go to sleep again when I have to get up in a couple of hours anyway?? My usual pattern is that I'll fall into my eventual slumber, say 45 minutes before I have to wake up. I don't know why, but that 45 minutes is a very restful sleep. It's like the sleep fairies are teasing me by giving me a little snippet of the sleep I'm missing only to pluck it away right from under me. Curses to them!","{'numeric': 4, 'label': 'Somewhat Masculine'}","{'numeric': 3, 'label': 'Moderately Confident. You felt reasonably sure of your judgment but had some doubts', 'full': '3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts'}",NA,"BLOG","I agree","I found the study to be easy to follow and complete.",4,3,"female","3463708",5,3
"65c19e5c8cb201d8efe696bf","The dog was ready to go. A man walks past a parade. He sees a woman on a float dressed as a sea monster. Next, a group of men holding huge rocket launchers marched past. A few floats later, a woman dressed as a mermaid went by. Last, he was greeted by a performer dressed as a transformer who went through the crowd","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PASTEL","I agree",NA,3,1,"male","12960",3,3
"65c19e5c8cb201d8efe696bf","Our family is making desserts. We have many different types. My cousin is here helping out too. My daughter thinks they're really tasty. The whole family enjoys them.","1: Very Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,1,3,"male","13163",1,3
"65c19e5c8cb201d8efe696bf","The woman was wearing a hairstyle that made her look like a baby chick. A lightbulb on the singer's costume was out, Another singer was a scanitly dressed girl clad in gold. As she sang she liked to stand closer to the audience. One guy snuck up on stage and walked close behind her.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"female","2901",1,3
"65c19e5c8cb201d8efe696bf","This hotel better be worth it. I know I cant affor this place. That dress cost as much as a small car. The dinner was fanc. I'm going to steal some of the teas before I leave.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"male","15050",1,3
"65c19e5c8cb201d8efe696bf","Lets sit down before the show starts. They went all out this year. I wonder how much it cost this year. These are some quality fireworks. My camera must of run out of film since there is no picture here.","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,4,2,"male","157",5,3
"65c19e5c8cb201d8efe696bf","We gathered at the convention center The guys were excited for the event We heard an interesting discussion The featured speaker sent a positive message They proudly received their certiifcates","5: Very Masculine","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"PASTEL","I agree",NA,5,4,"male","17143",5,3
"65c19e5c8cb201d8efe696bf","Today was graduation day. All of the kids were smiling. The principal spoke and it was boring. Then the smartest student spoke and it was more boring. After graduation everyone went to a party.","4: Somewhat Masculine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,4,3,"male","17316",5,3
"65c19e5c8cb201d8efe696bf","The charity event drew a happy crowd. The first speaker talked about the importance of happiness. The next speaker gave testimony of the joy of liffe. The grand total of giving was in the checks donated to local schools. This wonderful organization leaves happy faces.","4: Somewhat Masculine","1: Not Confident. You were unsure or found the text ambiguous",NA,"PASTEL","I agree",NA,4,1,"male","17751",5,3
"65c19e5c8cb201d8efe696bf","This week the location of the organization meeting was changed. It was dry, taking and reading stuff. The supervisors were stupid and I say stuff because I didn't give a lick of attention to the speakers during that meeting. They gave out participatory certificates that were not pretty rad. Pictures were snapped, but I quickly snuck out the back once my time was completed.","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PASTEL","I agree",NA,3,1,"female","30011",3,3
"65c19e5c8cb201d8efe696bf","It really snowe last night. I hope my ducks aren't cold. My sheep are just chillin. My tractor wont start today. I need to get more propane soon.","5: Very Masculine","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"PASTEL","I agree",NA,5,4,"male","19480",5,3
"65c19e5c8cb201d8efe696bf","The rock formation was very pretty. A man takes a picture of the pretty rock formation. The man is really interesting in the color contrast in the rock. The rock formation had patches of greenery. The rock formation was by the sea.","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,2,3,"female","318960",1,3
"65c19e5c8cb201d8efe696bf","Two sisters had a great time on vacation.  First, they climbed up some very large rocks. Then they went to the beach and were playing in the sand. Their father and little sister joined them as they were digging in a tidepool to see what they could find. Their father showed them a little crab that was hiding in one of the tidepools. The crab carries his home on his back. One of the girls drew a picture in the sand of what she would look like if she carried her house on her back.","1: Very Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,1,3,"female","31810",1,3
"65c19e5c8cb201d8efe696bf","The art museum had exhibits made of wires. There were also exhibits made of plastic. Farther in there were paintings of landscapes. There were also flowers and oil paintings in the museum. Some of the paintings mimicked the flowers in real life.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"female","31266",1,3
"65c19e5c8cb201d8efe696bf","I got dinner on the go for tonight. So I sat to have a tea adn relax. I checked the cooker to make sure it was set to slow cook. Then I got ready for my class. Off to taekwondo I go!!","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PASTEL","I agree",NA,3,1,"female","30612",3,3
"65c19e5c8cb201d8efe696bf","For millions of years, our planet gave birth to different gemstones and crystals which our civilization found ways to make use of them. As an example, stone therapy was a person for the strategies most people found the advantages of such minerals to our entire body. They believe that the energies that transformed these minerals are stored in these stones and they believe that they can harness them for therapeutic.make a wish necklaceThousands of gemstones are being transformed and sold as wearable crystal energy. This is because some people believe in alternative forms of healing.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,2,2,"male","18ebc7a2d6865ef6e5c86d2935187de3",1,3
"65c19e5c8cb201d8efe696bf","You can have to most expensive and highest quality tools for doing anything, but if you are not competent with using them then your results will be substandard.There are so many varied and highly unique methods to be found with online business, such as immo 94 for example. Another very good point is the huge variation in results that can be observed across the board with a lot of methods.It does not matter about others who perform poorly, you need to pay attention to your self and how you perform.","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"male","18ed87fca06b8f86ba8de2de2d0837c1",5,3
"65c19e5c8cb201d8efe696bf","hi guys im egyption amaricen i live in the state for 30 years but i do like to travell a lot and i do like to make friends from all over the world im very simple person i do like watch t.v nice moves i do like going to cinma eat out going to the beack i love the country side to nice and quite away from the city very pieace","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"male","191694dad24dff6773ffdc36e16c96f8",5,3
"65c19e5c8cb201d8efe696bf","I had a wonderful day on Sunday, everyone made the day so so nice and then we went for a meal
","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,2,2,"male","191f6ba86bd8e13eabd486fcb4da0593",1,3
"65c19e5c8cb201d8efe696bf","You are not what others say you are because you are way ahead of them.If they say you are a failure then you are a winner because you are the head and not the tail.If they say you are poor,then tell them you are rich for Christ supplies all your needs according to his riches in glory.If they say you are sick,tell them by the stripes of Jesus Christ you are healed.If they say you are not wise,tell them the fear of the Lord is the beginning of wisdom. If they say you are a nobody,tell them you are the apple of the Lord's eye,a holy nation,a royal priesthood.","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"male","194941630fcd20f58801e098c67b73f1",5,3
"65c19e5c8cb201d8efe696bf","Hi guys, am new hia.....dnt knw wer to start from...is dis like facebook??","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PAN13-EN","I agree",NA,3,1,"male","19851c589669b5c3859c05406bfad361",3,3
"65c19e5c8cb201d8efe696bf","BEING HONEST HAS BEEN MY PRIDE SINCE BIRTH...... HIT ME UP IF YOU CARES TO KNOW MORE ABOUT ME...... FEEL FREE.....!!!!!","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PAN13-EN","I agree",NA,3,1,"male","1989e9234697c32c2faedc80db97993",3,3
"65c19e5c8cb201d8efe696bf","Yepp Me Is Bored!_; ;SoOo If You Wanna Chat Then Leave Me A Msg Plz!_ ; ;Thank You Guys And Gurls!","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PAN13-EN","I agree",NA,3,1,"male","19e6293263968daa57a9d6ae143f6835",3,3
"65c19e5c8cb201d8efe696bf","Hello lovely people, I want to introduce to you something that can go a long way in changing your financial status to a very comfortable state. What I'm introducing to you is a business that requires every partaker to be zealous about it, and it is very easy to do. It is known as network marketing, I know that the mention of the name network marketing has already turned you off because I know many people are not interested and think it is all scam.","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"female","19ea517e6f1a75890fa41b040354fd22",5,3
"65c19e5c8cb201d8efe696bf","wassup guys & gals ??? ; m interested in making a pen friend....preferably from some Third World country..can neone help ? ;","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PAN13-EN","I agree",NA,3,1,"female","1a62280738b3b40a9de10b640ee6185f",3,3
"65c19e5c8cb201d8efe696bf","You can shine, no matter what you're made of. Never give up in your doings. Keep faith and hope alive, and all your dreams and aspirations will become a reality one day!
Don't believe everything you hear or see. There are always 3 sides to every story: yours, theirs and the truth!
In life you will face lot of challenges and uphill battles that will try to stop you from achieving your dreams. Difficulties will arise that will make you stumble but don't let those difficulties make you crumble. Just be strong. Trials will knock you down but you can choose to get back up.","1: Very Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,1,2,"female","1ad83f68d4b7014df76536cd277167d9",1,3
"65c19e5c8cb201d8efe696bf","I gave myself a break, just ride in the matt, no pressure and read the new book. Playing Michael Jackson on Mental FM, the song I am jamming to is Bad. I love that video and when the guy with the skates pulls the moonwalk......... We get to tao chic stands up and baaam! moon beam!!!!","5: Very Masculine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,5,3,"female","1ada101c47e38f972a7d1f71103cfc57",5,3
"65c19e5c8cb201d8efe696bf","If you enjoy nature and don't mind getting your hands dirty, then gardening is something you would want to take up. Though gardening is a very popular hobby, it can occasionally be physically grueling. Should you be the type of nature admirer, who wants to just enjoy the beauty of nature that already exists, this is a hobby not for you. If you would like to contribute to nature, it's going to be an ideal hobby to enjoy. If you do not would like to put the effort and time, then gardening is not a hobby for you to do.
","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,2,3,"female","1b5daea4610cbf3cc864f04c62aa836",1,3
"65c19e5c8cb201d8efe696bf","life's awsome when yur having fun and happy...but is it really all that worth it in the end?.... my answer to that is no.. and ill tell you why these 2 past years ive changed alot. I havent focused on God enuff, ive been just trying to live the life that everyone expects a teenage gurl to live. Hanging out with different people, some good and some bad, haveing fun and joking around...","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"BLOG","I agree",NA,2,3,"female","3490604",1,3
"65c19e5c8cb201d8efe696bf",":'-(
urlLink The Science Fiction Museum and Hall of Fame How cool is that? A museum dedicated to Science Fiction. And it's in the city I live in too. Money is tight...but I might just have to become a urlLink member of this museum.
","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"BLOG","I agree",NA,3,1,"male","3446946",3,3
"65c19e5c8cb201d8efe696bf","I can't breath or nothing... going to the doctor..... I hate this crap.... ah well... soemtimes, you gotta deal with it...
I have been sick for the past couple of days.. while, it has been raining the last couple of days... Coincidence?? hmmmm....","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,4,2,"male","3464451",5,3
"65c19e5c8cb201d8efe696bf","Tonight I headed home on the bus and started to reflect on things, after a pretty good evening with one of my friends. I don't know what it is about the bus or the skytrain, but I always start to think about things when I am on either one of them. The same thing occurs when i go for long walks.","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"BLOG","I agree",NA,2,3,"male","3457177",1,3
"65c19e5c8cb201d8efe696bf","hey diary ... today did nothing much in the office .. still waiting for ma visa to go uk .. hmm the news that i heard three weeks ago about me being booked for a job in uk (leeds to be precise) has gone from on cloud nine to shit might not be going ... the september 11 really has gave a lot of effects to ma working life .. been rejected a working visa to new york just because i got a 'bin' in the middle of ma name ...","4: Somewhat Masculine","1: Not Confident. You were unsure or found the text ambiguous",NA,"BLOG","I agree",NA,4,1,"male","3445273",5,3
"65c19e5c8cb201d8efe696bf","So, last Friday on my birthday, my cat turned 11. Yes, his birthday falls on my birthday. Anyway, the part of how smart my cat is that I mentioned a couple of days ago. My cat came and got me because he wanted food, which is no different from any other time. I have an understanding with him that if there's significant food in his plate, he doesn't get any more (unless I'm leaving for the day or something — I'm not a total ogre);","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"BLOG","I agree",NA,3,1,"male","3445442",3,3
"65c19e5c8cb201d8efe696bf","I am like sooo out of it today...i called alex at like 9:30 last night, and we talked until like 2 something in the morning...five hours of my non~stop babble, i don't understand how he puts up with it…","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"BLOG","I agree",NA,2,3,"female","3464820",1,3
"65c19e5c8cb201d8efe696bf","OMG i havn't writen in a long time. i'm at my grandmas and bored. so there. more later
lately i have been desprately lonely. i don't know why. i just keep thingking why don't i have more friends? why do i thinkinh that everyone has been up to fun stuff w/ out me? i'm probably just paranoied.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,2,2,"female","3475178",1,3
"65c19e5c8cb201d8efe696bf","okay, so apparently flogging molly is coming to philly august 6, 2004. they're going to be at the tweeter center i think... omfg if i don't get tickets, i will flippppppppp...and howard shore (lord of the rings music composer) is coming july 13? or something... i want to see that too... dammit, i want to see a lot of people this summer... annie lennox and sting are coming june 23, i think.. ahh, someone buy me flogging molly tickets... i don't think they're on sale yet.. they better not be... GRRR","1: Very Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"BLOG","I agree",NA,1,3,"female","3469096",1,3
"65c19e5c8cb201d8efe696bf","Hey! It's me again!!! I'm kinda bored eh. So mind as well write something in my blog. :) Uhm, Classes are fast-approaching. I'm excited about being a Campus Minister. Yeah!!!. But I don't want to wake up early!!! I'm looking forward in this school year.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,2,2,"female","3467867",1,3
"65c19e5c8cb201d8efe696bf","NO!!!!!!!!!!!Diana didn't win!!!!!!!!!!!(sob! )I have to admit that i am a Diana DeGarmo fan. Diana DeGarmo rocks!She is .Her is just great.I even named my neopet after her!(chuckle! ) This is DiAnA_dE_gArMo. I liked Diana when I saw her singing,'My Heart Will Go On' .","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,2,2,"female","3486596",1,3
"65c19e5c8cb201d8efe696bf","aw man! for a while there i thought i was actually going to have a relationship for real . after all those pseudo-relationships, i was beginning to warm up to the idea of stabilizing my commitment potential. well, it ended as swiftly as it began.","1: Very Feminine","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"BLOG","I agree",NA,1,4,"female","3468759",1,3
"65c19e5c8cb201d8efe696bf","Insomnia is a bitch. I woke up at approximately 3:00 am and now it's 5:00 am. The big question - Do I bother to try to go to sleep again when I have to get up in a couple of hours anyway?? My usual pattern is that I'll fall into my eventual slumber, say 45 minutes before I have to wake up. I don't know why, but that 45 minutes is a very restful sleep. It's like the sleep fairies are teasing me by giving me a little snippet of the sleep I'm missing only to pluck it away right from under me. Curses to them!","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"BLOG","I agree",NA,2,3,"female","3463708",1,3
"66f3af39161ce99b4ec75a71","The dog was ready to go. A man walks past a parade. He sees a woman on a float dressed as a sea monster. Next, a group of men holding huge rocket launchers marched past. A few floats later, a woman dressed as a mermaid went by. Last, he was greeted by a performer dressed as a transformer who went through the crowd","{'numeric': 5, 'label': 'Very Masculine'}","{'numeric': 4, 'label': 'Very Confident. You were very certain about your judgment with no hesitation', 'full': '4: Very Confident. You were very certain about your judgment with no hesitation'}",NA,"PASTEL","I agree","interesting survey tricky but helpful",5,4,"male","12960",5,3
"66f3af39161ce99b4ec75a71","Our family is making desserts. We have many different types. My cousin is here helping out too. My daughter thinks they're really tasty. The whole family enjoys them.","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 3, 'label': 'Moderately Confident. You felt reasonably sure of your judgment but had some doubts', 'full': '3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts'}",NA,"PASTEL","I agree","interesting survey tricky but helpful",2,3,"male","13163",1,3
"66f3af39161ce99b4ec75a71","The woman was wearing a hairstyle that made her look like a baby chick. A lightbulb on the singer's costume was out, Another singer was a scanitly dressed girl clad in gold. As she sang she liked to stand closer to the audience. One guy snuck up on stage and walked close behind her.","{'numeric': 4, 'label': 'Somewhat Masculine'}","{'numeric': 3, 'label': 'Moderately Confident. You felt reasonably sure of your judgment but had some doubts', 'full': '3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts'}",NA,"PASTEL","I agree","interesting survey tricky but helpful",4,3,"female","2901",5,3
